,nose,left_eye_inner,left_eye,left_eye_outer,right_eye_inner,right_eye,right_eye_outer,left_ear,right_ear,mouth_left,mouth_right,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_pinky,right_pinky,left_index,right_index,left_thumb,right_thumb,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_heel,right_heel,left_foot_index,right_foot_index,exercise
10,"[403.8706398010254, 519.9089813232422, -576.3160705566406]","[408.6481475830078, 510.4412078857422, -527.9449462890625]","[411.62625789642334, 510.94825744628906, -527.9817581176758]","[414.88765239715576, 511.7047882080078, -527.9378128051758]","[398.98279666900635, 508.60389709472656, -539.9024963378906]","[394.721302986145, 507.87147521972656, -540.0922775268555]","[390.4823398590088, 507.16514587402344, -540.0404357910156]","[415.1049327850342, 515.4486846923828, -260.1847839355469]","[380.7473373413086, 509.38941955566406, -314.98945236206055]","[407.51213550567627, 532.6601028442383, -477.2052001953125]","[394.6789026260376, 529.8723220825195, -493.13899993896484]","[438.1306028366089, 586.9524002075195, -65.01986503601074]","[333.11190605163574, 565.5106735229492, -231.39423370361328]","[477.25935459136963, 646.8302917480469, -289.66609954833984]","[274.51074600219727, 592.163200378418, -526.8126678466797]","[514.2909622192383, 612.0396041870117, -816.7849731445312]","[292.8401470184326, 556.5336990356445, -1006.7298889160156]","[530.6381034851074, 601.3026809692383, -904.7164916992188]","[296.05826139450073, 542.974853515625, -1109.1570281982422]","[524.4512987136841, 592.6422119140625, -929.2634582519531]","[306.37871503829956, 541.346321105957, -1102.9753875732422]","[517.9347324371338, 594.1286087036133, -842.0793151855469]","[307.1470069885254, 546.876335144043, -1014.8249816894531]","[382.03484058380127, 740.4705047607422, 38.49292039871216]","[322.9710102081299, 728.3580017089844, -38.06392192840576]","[386.65154457092285, 846.8339538574219, -202.3274803161621]","[299.0370798110962, 831.7213439941406, -217.0975685119629]","[363.94482135772705, 944.8808288574219, 200.84110260009766]","[284.84941720962524, 939.8390197753906, 137.94363021850586]","[350.16414642333984, 954.1361236572266, 227.12167739868164]","[290.6527304649353, 952.5492858886719, 155.99730491638184]","[373.203763961792, 976.8519592285156, -37.111172676086426]","[272.63004541397095, 969.4364166259766, -134.85493659973145]",squat
11,"[403.74348163604736, 527.8086471557617, -608.4836196899414]","[408.3844757080078, 518.2759857177734, -560.1932907104492]","[411.35576248168945, 518.8478851318359, -560.2468109130859]","[414.57801818847656, 519.6185302734375, -560.219841003418]","[398.71174335479736, 516.2348175048828, -572.5360870361328]","[394.34845447540283, 515.411262512207, -572.7289962768555]","[389.9644374847412, 514.648323059082, -572.6702499389648]","[414.5436429977417, 522.979850769043, -288.8423728942871]","[379.62913513183594, 516.6679000854492, -346.6943359375]","[407.26863384246826, 540.5405426025391, -507.69763946533203]","[394.47853088378906, 537.7956008911133, -524.6437835693359]","[437.7862071990967, 594.6831130981445, -96.39989852905273]","[331.4821529388428, 570.9211349487305, -256.48630142211914]","[477.4365520477295, 655.9040832519531, -335.16468048095703]","[271.32022619247437, 602.3004150390625, -560.2465438842773]","[513.8446855545044, 623.7659454345703, -873.4556579589844]","[292.8381299972534, 563.9191818237305, -1048.8787078857422]","[529.2346000671387, 610.7582855224609, -963.5030364990234]","[295.98339557647705, 551.9814300537109, -1150.9976959228516]","[523.4920120239258, 602.6195526123047, -986.0801696777344]","[305.79171895980835, 550.8506011962891, -1143.6499786376953]","[517.2234964370728, 605.6258392333984, -898.3174896240234]","[306.6184186935425, 554.902229309082, -1056.6080474853516]","[381.4689588546753, 745.5230712890625, 37.39934682846069]","[322.0451760292053, 733.6064147949219, -36.98821306228638]","[387.64851093292236, 847.3171234130859, -311.92529678344727]","[298.8818120956421, 833.4020233154297, -234.05345916748047]","[363.95331859588623, 944.8223876953125, 78.87389659881592]","[284.87261295318604, 940.8271026611328, 153.94217491149902]","[350.1683306694031, 953.8945007324219, 105.6118392944336]","[290.8161520957947, 953.1040954589844, 176.8729591369629]","[373.2101583480835, 976.8806457519531, -154.33683395385742]","[272.66635179519653, 969.4313049316406, -93.83218765258789]",squat
12,"[403.56396675109863, 534.8253631591797, -671.0740661621094]","[408.0363464355469, 525.3868865966797, -623.8138198852539]","[410.9977197647095, 525.9828948974609, -623.8966369628906]","[414.2034101486206, 526.7684173583984, -623.8925933837891]","[398.302845954895, 523.2432174682617, -635.3812789916992]","[393.79072666168213, 522.4007034301758, -635.5901718139648]","[389.2370653152466, 521.6417694091797, -635.5459594726562]","[414.10792350769043, 530.2935791015625, -352.36576080322266]","[378.4984874725342, 523.8626861572266, -405.6148147583008]","[406.95170402526855, 547.3611450195312, -569.5898818969727]","[394.23829078674316, 544.8028564453125, -585.2400588989258]","[437.67685890197754, 602.0575714111328, -157.24809646606445]","[330.21333932876587, 577.9164505004883, -308.8275337219238]","[478.7522506713867, 662.7769470214844, -410.3800964355469]","[269.1318869590759, 612.7822875976562, -620.9514999389648]","[513.6864137649536, 627.152214050293, -938.1913757324219]","[292.11318254470825, 572.7892303466797, -1102.8364562988281]","[528.0243015289307, 614.5489501953125, -1027.2553253173828]","[295.81308603286743, 560.6684494018555, -1202.2401428222656]","[521.9867563247681, 606.1618041992188, -1045.3160858154297]","[304.8423457145691, 558.7308883666992, -1191.3567352294922]","[516.1879920959473, 608.3549880981445, -960.9664916992188]","[305.5321455001831, 563.092041015625, -1108.9790344238281]","[381.17764949798584, 750.4130554199219, 36.834659576416016]","[321.23323917388916, 738.4384155273438, -36.435725688934326]","[389.6395683288574, 846.8067932128906, -396.064453125]","[298.42379808425903, 835.1150512695312, -297.1586608886719]","[364.6410799026489, 944.0692138671875, 0.5328250303864479]","[284.8050856590271, 941.0961151123047, 118.86153221130371]","[350.20721197128296, 952.7094268798828, 29.16781187057495]","[290.90625286102295, 953.4144592285156, 146.3972282409668]","[373.5756254196167, 976.8830108642578, -229.19361114501953]","[272.708580493927, 969.3973541259766, -115.40286064147949]",squat
13,"[402.9270601272583, 542.6719284057617, -701.0181427001953]","[407.3636484146118, 533.1814575195312, -652.1140289306641]","[410.3372097015381, 533.7503051757812, -652.2232818603516]","[413.54684829711914, 534.4562911987305, -652.2439575195312]","[397.36948013305664, 531.0503387451172, -661.2303924560547]","[392.71586894989014, 530.1932907104492, -661.4084625244141]","[388.10646057128906, 529.4651031494141, -661.3703918457031]","[413.76962184906006, 538.3122634887695, -376.2004089355469]","[377.35809803009033, 531.6958618164062, -418.48644256591797]","[406.2931251525879, 555.0650787353516, -598.6978530883789]","[393.4553861618042, 553.0617141723633, -611.0655212402344]","[437.1600294113159, 609.8453521728516, -189.55596923828125]","[328.8639736175537, 585.3971481323242, -311.87591552734375]","[478.6816120147705, 670.7021331787109, -481.6409683227539]","[266.8688106536865, 621.1082077026367, -642.8852081298828]","[512.9204177856445, 635.6378173828125, -1028.8751220703125]","[290.6517434120178, 582.775764465332, -1140.7090759277344]","[527.3945188522339, 622.2090530395508, -1121.6117858886719]","[295.30312299728394, 571.8046188354492, -1240.8123016357422]","[521.1979293823242, 613.8899993896484, -1134.776611328125]","[304.109308719635, 569.223518371582, -1227.1127319335938]","[515.556149482727, 616.2790679931641, -1049.7443389892578]","[304.6765422821045, 572.6203536987305, -1146.727294921875]","[380.2862548828125, 754.638671875, 36.600279808044434]","[319.6183133125305, 742.9936218261719, -36.19784593582153]","[390.34797191619873, 843.1317901611328, -565.400505065918]","[298.14669370651245, 834.7703552246094, -537.1992874145508]","[364.8457431793213, 942.3735046386719, -159.00062561035156]","[284.8064589500427, 940.9807586669922, -116.99848175048828]","[350.2251076698303, 951.2080383300781, -129.59219932556152]","[290.98517417907715, 953.2913208007812, -89.15105819702148]","[373.9423370361328, 976.5758514404297, -394.4711685180664]","[272.6406240463257, 968.4859466552734, -364.7472381591797]",squat
14,"[401.29284381866455, 550.8189010620117, -712.5312805175781]","[405.90418338775635, 541.2729644775391, -661.6556549072266]","[408.85053634643555, 541.8364334106445, -661.7871856689453]","[412.08197593688965, 542.5124359130859, -661.8108367919922]","[395.32447814941406, 539.1890716552734, -672.0743560791016]","[390.6876468658447, 538.404655456543, -672.2362518310547]","[385.95502853393555, 537.7269744873047, -672.2077178955078]","[413.01079273223877, 546.54052734375, -384.0018844604492]","[376.1505889892578, 539.8863983154297, -430.3964614868164]","[404.81138706207275, 563.244514465332, -609.7455978393555]","[391.7196750640869, 561.7581939697266, -623.3736419677734]","[436.6217851638794, 618.9790725708008, -199.41587448120117]","[328.196382522583, 594.87060546875, -337.9229736328125]","[478.6273670196533, 677.2830963134766, -513.5992813110352]","[265.91403007507324, 631.1613082885742, -702.1334838867188]","[512.8835964202881, 643.9974975585938, -1057.525405883789]","[290.0476026535034, 591.5958786010742, -1197.9251098632812]","[527.3528480529785, 629.0543746948242, -1149.2582702636719]","[294.878990650177, 581.826171875, -1299.9880981445312]","[521.1318826675415, 621.0769653320312, -1157.9224395751953]","[303.81542444229126, 578.6529541015625, -1280.8795166015625]","[515.591254234314, 624.7800445556641, -1076.7747497558594]","[304.391348361969, 581.8440628051758, -1202.1420288085938]","[379.4063186645508, 760.8863067626953, 37.8206729888916]","[318.4816575050354, 748.7815856933594, -37.44288444519043]","[390.89226722717285, 836.5183258056641, -675.9647369384766]","[297.8778290748596, 834.5936584472656, -684.8908996582031]","[364.98526096343994, 939.90966796875, -238.15801620483398]","[284.626042842865, 938.6189270019531, -236.6145896911621]","[350.25439739227295, 948.5771942138672, -205.0844955444336]","[290.804500579834, 952.8005218505859, -205.59894561767578]","[373.9452123641968, 974.9182891845703, -468.3415985107422]","[272.6333713531494, 967.5714111328125, -485.4251480102539]",squat
15,"[400.75910568237305, 560.2597808837891, -719.0778350830078]","[405.33310890197754, 550.6475830078125, -668.9806365966797]","[408.2561159133911, 551.229248046875, -669.1230010986328]","[411.45219326019287, 551.8662643432617, -669.1350555419922]","[394.68400955200195, 548.4442138671875, -680.0170135498047]","[389.9389457702637, 547.5930023193359, -680.1814270019531]","[385.11727809906006, 546.898078918457, -680.159912109375]","[412.55730628967285, 555.6428909301758, -394.16229248046875]","[375.41420459747314, 549.0642547607422, -442.42454528808594]","[404.2157220840454, 572.739143371582, -616.9363784790039]","[391.28700256347656, 571.3976287841797, -631.1286926269531]","[435.68095207214355, 626.312141418457, -210.88457107543945]","[327.8436827659607, 603.6385345458984, -359.4668960571289]","[477.2486686706543, 683.6984252929688, -533.8472747802734]","[264.4924592971802, 640.9527587890625, -723.8291931152344]","[510.84258556365967, 652.52197265625, -1081.080093383789]","[288.6972713470459, 602.6242828369141, -1207.1703338623047]","[526.046633720398, 636.1494064331055, -1173.2813262939453]","[294.30553436279297, 592.6348114013672, -1307.4398803710938]","[519.6401882171631, 627.4163055419922, -1180.0090789794922]","[302.9551434516907, 588.9440155029297, -1288.7516784667969]","[514.4042158126831, 630.921630859375, -1099.8822784423828]","[303.5862994194031, 592.1699905395508, -1211.153335571289]","[378.12169075012207, 765.108642578125, 40.57222843170166]","[317.3989248275757, 753.2014465332031, -40.21876811981201]","[391.94772720336914, 836.9306945800781, -646.3834381103516]","[297.71148920059204, 834.5453643798828, -714.0085601806641]","[365.28785705566406, 937.7101135253906, -195.5594253540039]","[284.5363712310791, 937.4822998046875, -285.6187057495117]","[350.3240919113159, 946.3710784912109, -160.1346778869629]","[290.62350511550903, 952.7140045166016, -255.57666778564453]","[375.92408180236816, 973.5765075683594, -404.3036651611328]","[272.731454372406, 967.39013671875, -529.4596481323242]",squat
16,"[400.12850761413574, 570.223388671875, -743.9517974853516]","[404.8144769668579, 560.3568267822266, -694.0521240234375]","[407.73250579833984, 560.9273147583008, -694.1944122314453]","[410.8570861816406, 561.4840698242188, -694.1914367675781]","[393.9599847793579, 557.8340530395508, -705.4680633544922]","[389.02514934539795, 556.7445755004883, -705.6308746337891]","[383.9987325668335, 555.8160400390625, -705.6044769287109]","[412.2730779647827, 564.69970703125, -417.30052947998047]","[374.610915184021, 557.353630065918, -466.5604019165039]","[403.45526218414307, 582.6962280273438, -640.404052734375]","[390.5670976638794, 580.8890533447266, -654.9022674560547]","[434.82659339904785, 633.1806182861328, -229.74660873413086]","[326.14839792251587, 611.341552734375, -377.2315216064453]","[476.51451587677, 690.836181640625, -564.8967742919922]","[263.8205337524414, 652.9708862304688, -747.2555541992188]","[507.9313802719116, 661.451416015625, -1115.6067657470703]","[287.2895836830139, 614.9520111083984, -1229.3675994873047]","[525.4541444778442, 645.4013824462891, -1209.1067504882812]","[293.14109086990356, 604.6918869018555, -1330.1658630371094]","[518.8665103912354, 636.5998077392578, -1212.2481536865234]","[301.5532922744751, 600.0667190551758, -1311.9972229003906]","[513.3958339691162, 639.9472045898438, -1132.9653930664062]","[302.3878884315491, 602.8392791748047, -1233.8111114501953]","[376.464900970459, 770.0108337402344, 43.44492435455322]","[315.4801368713379, 757.7602386474609, -43.11337471008301]","[393.133864402771, 836.2306976318359, -715.3276062011719]","[297.4514436721802, 831.7781829833984, -795.5208587646484]","[365.4645824432373, 937.8868103027344, -269.76318359375]","[284.42777395248413, 935.6069946289062, -344.27539825439453]","[350.3592824935913, 946.5515899658203, -234.8829460144043]","[290.4697608947754, 951.1027526855469, -311.5098762512207]","[379.0641117095947, 973.1837463378906, -486.4812469482422]","[272.8393864631653, 964.6965789794922, -584.0643310546875]",squat
17,"[399.6401309967041, 578.7651443481445, -750.7098388671875]","[404.22082901000977, 568.8337326049805, -701.3222503662109]","[407.09619998931885, 569.3881988525391, -701.4693450927734]","[410.1631021499634, 569.9451446533203, -701.4624786376953]","[393.37461948394775, 566.2976837158203, -713.800048828125]","[388.3618497848511, 565.1851654052734, -713.9616394042969]","[383.2332515716553, 564.2183685302734, -713.9421844482422]","[411.74036979675293, 573.167724609375, -427.20787048339844]","[373.9497184753418, 565.8827972412109, -480.0507354736328]","[402.78852939605713, 591.1346435546875, -647.6983642578125]","[390.1897430419922, 589.4570159912109, -663.2633972167969]","[433.74791622161865, 641.7626190185547, -238.37562561035156]","[324.67779636383057, 619.827995300293, -391.5447235107422]","[476.607985496521, 699.1889190673828, -576.9448089599609]","[264.0836691856384, 662.6515197753906, -767.8932952880859]","[507.9865264892578, 667.2457122802734, -1117.4951171875]","[285.1390314102173, 624.547004699707, -1229.3144226074219]","[525.5137968063354, 652.235107421875, -1208.443374633789]","[291.6732144355774, 614.0334320068359, -1325.6845092773438]","[518.9177083969116, 643.9567565917969, -1206.1634826660156]","[299.8616123199463, 609.1545486450195, -1304.7593688964844]","[513.4240293502808, 647.0384979248047, -1132.2844696044922]","[300.75427293777466, 612.1876907348633, -1231.9498443603516]","[375.44304370880127, 776.5931701660156, 45.77209949493408]","[314.43650007247925, 763.3465576171875, -45.42233467102051]","[394.51908588409424, 833.9527893066406, -776.2322998046875]","[297.4107599258423, 822.86865234375, -853.5476684570312]","[365.71495056152344, 938.0197906494141, -314.74700927734375]","[284.6267294883728, 934.3182373046875, -407.3157501220703]","[350.4121971130371, 946.5950775146484, -277.9538345336914]","[290.4654908180237, 950.4679870605469, -375.11695861816406]","[380.6609058380127, 972.5348663330078, -527.0207977294922]","[271.2186884880066, 963.2970428466797, -651.1830902099609]",squat
18,"[399.1378927230835, 587.6900100708008, -726.1985778808594]","[403.8223171234131, 578.2192230224609, -677.7403259277344]","[406.69575691223145, 578.8672637939453, -677.8726959228516]","[409.70073223114014, 579.4525909423828, -677.8508758544922]","[392.7755641937256, 575.3235626220703, -690.1851654052734]","[387.60375022888184, 574.0556716918945, -690.3309631347656]","[382.37305641174316, 573.007698059082, -690.3030395507812]","[411.2816905975342, 582.8327560424805, -408.9708709716797]","[373.28792095184326, 574.7762298583984, -462.47596740722656]","[402.05682277679443, 600.0801849365234, -625.5121612548828]","[389.4640874862671, 598.2662963867188, -641.1315155029297]","[432.11970806121826, 650.1613616943359, -218.63887786865234]","[322.63099193573, 627.0624542236328, -376.62986755371094]","[475.5919647216797, 706.6989898681641, -538.8474273681641]","[262.12149381637573, 670.2651977539062, -734.0858459472656]","[508.2259941101074, 676.3722229003906, -1074.6768951416016]","[283.6975049972534, 633.6000442504883, -1184.5592498779297]","[525.4922962188721, 663.4387969970703, -1164.4139862060547]","[290.56423902511597, 623.109130859375, -1279.8067474365234]","[518.8250112533569, 654.6076965332031, -1164.9478149414062]","[298.91393423080444, 618.6734008789062, -1260.5685424804688]","[513.1968355178833, 657.8248596191406, -1090.3459167480469]","[299.6913242340088, 621.5686798095703, -1187.2694396972656]","[374.3713188171387, 784.0848541259766, 51.29946708679199]","[312.51477241516113, 769.9986267089844, -50.91654300689697]","[394.539213180542, 833.3324432373047, -763.8668060302734]","[297.4141502380371, 819.6107482910156, -853.9170074462891]","[365.06813049316406, 938.0400085449219, -303.0712699890137]","[284.8863887786865, 932.6976776123047, -417.21282958984375]","[349.4869637489319, 946.710205078125, -265.7449531555176]","[290.4658555984497, 948.9485168457031, -385.48011779785156]","[381.0641384124756, 971.3252258300781, -497.95215606689453]","[271.24014616012573, 962.4531555175781, -647.9846954345703]",squat
19,"[398.46455097198486, 596.192512512207, -681.2889862060547]","[403.23145866394043, 587.0474243164062, -633.8227462768555]","[406.09519958496094, 587.72705078125, -633.9406967163086]","[409.02417182922363, 588.3217620849609, -633.8828659057617]","[392.1328639984131, 584.010124206543, -648.731689453125]","[386.9322967529297, 582.730712890625, -648.8194274902344]","[381.66993141174316, 581.6610717773438, -648.7818145751953]","[410.5685234069824, 591.4935302734375, -381.3508987426758]","[372.7216958999634, 583.4489059448242, -457.6321029663086]","[401.2328052520752, 608.5758209228516, -585.8700180053711]","[388.68096828460693, 606.6864013671875, -605.0662612915039]","[430.1520824432373, 657.7117156982422, -195.6840705871582]","[320.99117517471313, 635.0518798828125, -350.82176208496094]","[473.8434648513794, 714.6505737304688, -504.34337615966797]","[260.29162645339966, 678.7437438964844, -700.4735565185547]","[507.90777683258057, 685.9217834472656, -987.2347259521484]","[282.80181884765625, 644.68994140625, -1113.173828125]","[525.3080606460571, 671.93115234375, -1065.9650421142578]","[289.64954137802124, 633.2584381103516, -1200.8155059814453]","[518.8469839096069, 663.2383728027344, -1066.4808654785156]","[298.26732873916626, 628.2775115966797, -1177.1546936035156]","[513.2112979888916, 666.0076904296875, -1000.9276580810547]","[299.08681869506836, 631.7438507080078, -1112.7303314208984]","[373.1529951095581, 791.1784362792969, 55.76387882232666]","[311.02603912353516, 777.3030853271484, -55.35095691680908]","[395.4449415206909, 832.7084350585938, -776.0697174072266]","[297.40106105804443, 813.0610656738281, -866.8854522705078]","[365.0567579269409, 935.8972930908203, -339.80663299560547]","[285.0756883621216, 930.8602142333984, -463.3443069458008]","[349.17089223861694, 945.7202911376953, -303.71118545532227]","[290.37586212158203, 946.6024017333984, -434.3318176269531]","[381.51071548461914, 971.1168670654297, -524.4093322753906]","[271.3023090362549, 961.6108703613281, -690.6983947753906]",squat
20,"[397.8522777557373, 604.155158996582, -581.4301681518555]","[402.5563144683838, 595.0992965698242, -537.046012878418]","[405.39791107177734, 595.7131958007812, -537.1611785888672]","[408.2724666595459, 596.2703323364258, -537.1371078491211]","[391.47904872894287, 592.1775054931641, -550.190315246582]","[386.24183177948, 590.9403610229492, -550.3013229370117]","[380.9332036972046, 589.9121856689453, -550.2739715576172]","[409.77999687194824, 599.4318771362305, -296.4076805114746]","[371.94376945495605, 591.6862869262695, -357.94689178466797]","[400.5577039718628, 616.3472747802734, -491.1920166015625]","[387.9627799987793, 614.6125030517578, -508.3460235595703]","[428.9277935028076, 665.2603149414062, -125.80557823181152]","[319.27273750305176, 643.0681610107422, -286.2310600280762]","[472.49107360839844, 722.9486083984375, -383.7206268310547]","[259.0585398674011, 687.3922729492188, -600.8478164672852]","[507.2856330871582, 694.0908813476562, -830.8002471923828]","[281.8334126472473, 653.7667846679688, -984.6170806884766]","[525.2495241165161, 679.9733734130859, -896.9476318359375]","[288.19936752319336, 643.2191467285156, -1065.6350708007812]","[518.8671970367432, 672.0356750488281, -901.2433624267578]","[297.2726368904114, 638.6973190307617, -1040.4900360107422]","[513.226490020752, 674.8780822753906, -844.6338653564453]","[298.2169461250305, 641.8143463134766, -983.3434295654297]","[370.6781530380249, 797.6625061035156, 57.10739612579346]","[308.8089895248413, 784.9079895019531, -56.65474891662598]","[397.576847076416, 833.0706024169922, -744.4089508056641]","[297.2206664085388, 808.5197448730469, -833.0465698242188]","[365.0810480117798, 935.6732177734375, -366.8831253051758]","[285.08206129074097, 929.0125274658203, -480.09265899658203]","[348.75521421432495, 945.3360748291016, -334.90184783935547]","[290.3997874259949, 945.7216644287109, -454.4178771972656]","[382.45957374572754, 971.2196350097656, -541.174430847168]","[271.27269744873047, 961.1530303955078, -692.8901672363281]",squat
21,"[396.29539489746094, 612.6773071289062, -607.7863311767578]","[401.24979972839355, 603.0379486083984, -555.5642318725586]","[404.15400981903076, 603.624153137207, -555.6525421142578]","[407.0477485656738, 604.1465377807617, -555.6367111206055]","[389.7696876525879, 600.125732421875, -570.8071899414062]","[384.3957853317261, 598.9089202880859, -570.9889221191406]","[378.97544860839844, 597.933349609375, -570.9645843505859]","[408.78865242004395, 607.4740600585938, -320.3980255126953]","[370.42799949645996, 599.8505783081055, -369.0863800048828]","[399.1194820404053, 625.1901245117188, -504.26265716552734]","[385.99279403686523, 623.2416915893555, -524.8739242553711]","[428.08390617370605, 672.1970367431641, -160.13029098510742]","[318.39887380599976, 651.0369873046875, -288.82986068725586]","[470.95255851745605, 729.5298767089844, -434.21302795410156]","[258.05432081222534, 695.1527404785156, -612.6470184326172]","[505.72239875793457, 702.5727081298828, -907.4749755859375]","[280.8851981163025, 664.5626068115234, -1042.138900756836]","[523.4741163253784, 689.3492126464844, -986.7064666748047]","[286.78983449935913, 653.6474609375, -1130.2520751953125]","[518.1165218353271, 681.5325927734375, -992.0347595214844]","[295.99066972732544, 648.8044738769531, -1108.2797241210938]","[512.4742269515991, 684.2677307128906, -924.0657806396484]","[296.8973422050476, 652.6436614990234, -1043.5084533691406]","[370.2377128601074, 803.7980651855469, 56.128883361816406]","[307.537043094635, 791.2544250488281, -55.727314949035645]","[398.13517570495605, 833.1034851074219, -753.7610626220703]","[295.603187084198, 810.4319000244141, -827.4367523193359]","[365.3441619873047, 935.8509826660156, -341.9239044189453]","[285.090537071228, 929.0476989746094, -443.7208557128906]","[349.01395082473755, 945.4594421386719, -307.3765754699707]","[290.7195496559143, 945.0959777832031, -416.00440979003906]","[382.99700260162354, 971.8769836425781, -524.8089218139648]","[269.483277797699, 961.3352966308594, -666.0610198974609]",squat
